rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,Date ,Latitude,Longitude
302,BabyBus - Canciones Infantiles & Videos para Niï¿½ï,"22,900,000","13,206,471,140",Education,BabyBus - Canciones Infantiles & Videos paraï¿½,"1,251",Mexico,MX,Education,278,12,17,"136,821,000","$34,200.00 ","$547,300.00 ","$410,500.00 ","$6,600,000.00 ","200,000",19-Mar-18,23.634501,-102.552784
303,KL BRO Biju Rithvik,"22,800,000","17,988,347,989",Entertainment,KL BRO Biju Rithvik,"1,841",NA,NA,Entertainment,143,NA,79,"2,033,000,000","$508,100.00 ","$8,100,000.00 ","$6,100,000.00 ","$97,600,000.00 ","3,200,000",21-Jul-20,nan,nan
304,Vania Mania Kids,"22,700,000","10,115,316,784",People & Blogs,Vania Mania Kids,985,United States,US,Education,438,87,18,"155,215,000","$38,800.00 ","$620,900.00 ","$465,600.00 ","$7,500,000.00 ","300,000",9-Sep-15,37.09024,-95.712891
305,Like Nastya PRT,"22,700,000","11,568,118,121",Entertainment,Like Nastya PRT,654,NA,NA,Entertainment,344,NA,82,"96,613,000","$24,200.00 ","$386,500.00 ","$289,800.00 ","$4,600,000.00 ","100,000",9-Apr-19,nan,nan
306,Sun TV,"22,600,000","20,847,038,152",People & Blogs,Sun TV,"60,964",India,IN,Entertainment,109,63,82,"982,238,000","$245,600.00 ","$3,900,000.00 ","$2,900,000.00 ","$47,100,000.00 ","600,000",26-Feb-16,20.593684,78.96288
307,Heroindori,"22,600,000","9,223,534,599",Comedy,Heroindori,495,India,IN,Entertainment,508,62,81,"399,152,000","$99,800.00 ","$1,600,000.00 ","$1,200,000.00 ","$19,200,000.00 ","1,400,000",29-Jun-20,20.593684,78.96288
308,The Chainsmokers,"22,600,000","14,231,943,358",Music,The Chainsmokers,180,United States,US,Music,246,88,84,"81,660,000","$20,400.00 ","$326,600.00 ","$245,000.00 ","$3,900,000.00 ","100,000",22-Sep-12,37.09024,-95.712891
309,mmoshaya,"22,600,000","17,507,060,680",People & Blogs,mmoshaya,"1,189",Saudi Arabia,SA,Entertainment,156,1,83,"73,829,000","$18,500.00 ","$295,300.00 ","$221,500.00 ","$3,500,000.00 ","100,000",11-Dec-10,23.885942,45.079162
310,Sia,"22,600,000","13,405,849,040",Music,Sia,171,United States,US,Music,273,88,84,"95,253,000","$23,800.00 ","$381,000.00 ","$285,800.00 ","$4,600,000.00 ",0,19-Nov-07,37.09024,-95.712891
311,LeoNata Family,"22,600,000","27,084,848,152",People & Blogs,LeoNata Family,"2,321",United States,US,People,57,87,11,"1,174,000,000","$293,500.00 ","$4,700,000.00 ","$3,500,000.00 ","$56,300,000.00 ","1,300,000",28-Sep-21,37.09024,-95.712891
312,Goldmines Cineplex,"22,500,000","2,431,154,438",Film & Animation,Goldmines Cineplex,"3,377",India,IN,Film,"3,793",64,23,"48,740,000","$12,200.00 ","$195,000.00 ","$146,200.00 ","$2,300,000.00 ","200,000",12-Sep-15,20.593684,78.96288
313,Vlad and Niki Arabic,"22,500,000","10,613,701,948",NA,Vlad and Niki Arabic,526,United States,US,Entertainment,399,89,84,"65,066,000","$16,300.00 ","$260,300.00 ","$195,200.00 ","$3,100,000.00 ","100,000",9-Nov-18,37.09024,-95.712891
314,SSundee,"22,500,000","13,835,173,331",Gaming,SSundee,"3,315",United States,US,Games,261,90,21,"175,094,000","$43,800.00 ","$700,400.00 ","$525,300.00 ","$8,400,000.00 ","200,000",28-Nov-09,37.09024,-95.712891
315,Paulo Londra,"22,400,000","8,040,036,209",Music,Paulo Londra,58,Argentina,AR,Music,648,6,85,"72,242,000","$18,100.00 ","$289,000.00 ","$216,700.00 ","$3,500,000.00 ",0,8-Aug-16,-38.416097,-63.616672
316,Smile Family,"22,300,000","8,663,830,163",People & Blogs,SMILE Family,34,France,FR,Music,"3,805,801","3,046","4,509",735,$0.20 ,$3.00 ,$2.00 ,$35.00 ,10,3-Nov-19,46.227638,2.213749
317,FGTeeV,"22,300,000","24,059,336,857",Gaming,FGTeeV,"1,724",United States,US,Games,77,91,22,"132,110,000","$33,000.00 ","$528,400.00 ","$396,300.00 ","$6,300,000.00 ","100,000",24-May-13,37.09024,-95.712891
318,Kinder Spielzeug Kanal (Kidibli),"22,200,000","11,136,266,461",Entertainment,Kinder Spielzeug Kanal (Kidibli),999,United States,US,Entertainment,370,92,86,"139,333,000","$34,800.00 ","$557,300.00 ","$418,000.00 ","$6,700,000.00 ","200,000",25-Sep-15,37.09024,-95.712891
319,Charlie Puth,"22,000,000","9,924,807,127",Music,Charlie Puth,157,United States,US,Music,449,94,86,"111,500,000","$27,900.00 ","$446,000.00 ","$334,500.00 ","$5,400,000.00 ","100,000",9-Sep-09,37.09024,-95.712891
320,Vlad and Niki ESP,"22,000,000","8,594,440,895",NA,Vlad and Niki ESP,515,United States,US,Entertainment,591,93,87,"183,871,000","$46,000.00 ","$735,500.00 ","$551,600.00 ","$8,800,000.00 ","200,000",11-Oct-18,37.09024,-95.712891
321,Sagawa /ï¿½ï¿½ï¿½,"22,000,000","18,347,969,186",Entertainment,Sagawa /ï¿½ï¿½ï¿½,"6,274",Japan,JP,Entertainment,144,3,88,"711,254,000","$177,800.00 ","$2,800,000.00 ","$2,100,000.00 ","$34,100,000.00 ","800,000",13-Feb-21,36.204824,138.252924
322,Ben Azelart,"21,900,000","4,454,917,643",Film & Animation,Ben Azelart,301,United States,US,Entertainment,"1,620",94,88,"184,946,000","$46,200.00 ","$739,800.00 ","$554,800.00 ","$8,900,000.00 ","500,000",5-Jun-14,37.09024,-95.712891
323,Zach Choi ASMR,"21,900,000","5,918,314,128",People & Blogs,Zach Choi ASMR,946,United States,US,People,"1,069",94,12,"234,222,000","$58,600.00 ","$936,900.00 ","$702,700.00 ","$11,200,000.00 ","400,000",5-Jul-14,37.09024,-95.712891
324,Topper Guild,"21,900,000","15,552,070,846",Comedy,Topper Guild,816,United States,US,Comedy,204,91,16,"687,028,000","$171,800.00 ","$2,700,000.00 ","$2,100,000.00 ","$33,000,000.00 ","1,900,000",9-Jul-14,37.09024,-95.712891
325,Disney Latinoamï¿½ï¿½,"21,900,000","20,657,571,751",Entertainment,disneylatinoamerica,116,Mexico,MX,Music,"1,277,277","2,973","4,085","4,719",$1.00 ,$19.00 ,$14.00 ,$227.00 ,0,7-Apr-08,23.634501,-102.552784
326,Stokes Twins,"21,800,000","4,469,711,607",People & Blogs,Stokes Twins,257,United States,US,People,"1,610",95,13,"197,953,000","$49,500.00 ","$791,800.00 ","$593,900.00 ","$9,500,000.00 ","600,000",11-Apr-08,37.09024,-95.712891
327,National Geographic,"21,800,000","5,614,621,131",Science & Technology,National Geographic,"10,162",United States,US,Entertainment,"1,158",95,89,"45,812,000","$11,500.00 ","$183,200.00 ","$137,400.00 ","$2,200,000.00 ","100,000",7-May-06,37.09024,-95.712891
328,Dua Lipa,"21,800,000","11,288,359,365",Music,Dua Lipa,164,United Kingdom,GB,Music,368,14,87,"128,047,000","$32,000.00 ","$512,200.00 ","$384,100.00 ","$6,100,000.00 ","100,000",5-Feb-11,55.378051,-3.435973
329,OneDirectionVEVO,"21,800,000","12,140,232,004",Music,OneDirectionVEVO,266,United Kingdom,GB,Music,322,14,87,"51,134,000","$12,800.00 ","$204,500.00 ","$153,400.00 ","$2,500,000.00 ",0,4-Dec-10,55.378051,-3.435973
330,Rotana,"21,800,000","19,329,351,143",Music,rotana5018,135,NA,NA,Music,"926,975",NA,"2,709","10,571",$3.00 ,$42.00 ,$32.00 ,$507.00 ,100,27-Oct-11,nan,nan
331,Netflix India,"21,800,000","7,780,934,187",People & Blogs,NETFLIX INDIA,1,NA,NA,People,"4,052,308",NA,"7,665",408,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,24-Sep-17,nan,nan
332,Sourav Joshi Vlogs,"21,700,000","9,392,093,496",People & Blogs,Sourav Joshi Vlogs,"1,390",NA,NA,People,498,NA,13,"265,336,000","$66,300.00 ","$1,100,000.00 ","$796,000.00 ","$12,700,000.00 ","400,000",19-Feb-19,nan,nan
333,ZAMZAM ELECTRONICS TRADING,"21,700,000","8,507,818,877",NA,ZAMZAM ELECTRONICS TRADING,"15,126",United Arab Emirates,AE,People,608,4,14,"1,598,000,000","$399,600.00 ","$6,400,000.00 ","$4,800,000.00 ","$76,700,000.00 ","3,400,000",19-Dec-20,23.424076,53.847818
334,DUDU e CAROL,"21,600,000","9,597,894,786",Autos & Vehicles,DUDU e CAROL,"2,942",Brazil,BR,Entertainment,481,15,90,"193,174,000","$48,300.00 ","$772,700.00 ","$579,500.00 ","$9,300,000.00 ","300,000",2-Mar-13,-14.235004,-51.92528
335,Village Cooking Channel,"21,600,000","5,863,377,051",Howto & Style,Village Cooking Channel,219,India,IN,Howto,"1,082",66,9,"194,604,000","$48,700.00 ","$778,400.00 ","$583,800.00 ","$9,300,000.00 ","400,000",25-Apr-18,20.593684,78.96288
336,Eva Bravo Play,"21,600,000","9,346,383,505",Entertainment,Eva Bravo Play,228,United States,US,Entertainment,507,96,90,"63,919,000","$16,000.00 ","$255,700.00 ","$191,800.00 ","$3,100,000.00 ",0,7-May-19,37.09024,-95.712891
337,Tekashi 6ix9ine,"21,500,000","5,890,180,734",People & Blogs,Tekashi 6ix9ine,51,United States,US,Music,"1,081",96,88,"113,542,000","$28,400.00 ","$454,200.00 ","$340,600.00 ","$5,400,000.00 ","200,000",6-Apr-18,37.09024,-95.712891
338,Tlnovelas,"21,500,000","15,013,096,899",News & Politics,tlnovelas,158,Mexico,MX,Entertainment,"1,936,958","2,063","2,940","15,459",$4.00 ,$62.00 ,$46.00 ,$742.00 ,0,2-Jan-14,23.634501,-102.552784
339,SMOL,"21,500,000","22,065,582,014",People & Blogs,Claudio,6,NA,NA,Music,"4,057,657",NA,"5,782",3,$0.00 ,$0.00 ,$0.00 ,$0.10 ,0,2-Apr-06,nan,nan
340,invictor,"21,500,000","8,409,641,722",Gaming,INVICTOR,17,Chile,CL,People,"4,038,708","2,889","7,518",49,$0.00 ,$0.20 ,$0.20 ,$2.00 ,4,26-Jul-16,-35.675147,-71.542969
341,YOLO,"21,400,000","1,573,058,816",Comedy,YOLO,0,Germany,DE,NA,"4,057,944","3,810",NA,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,5,11-Jun-13,51.165691,10.451526
342,Sidhu Moose Wala,"21,400,000","6,264,261,757",Music,Sidhu Moose Wala,114,India,IN,Music,987,67,89,"160,690,000","$40,200.00 ","$642,800.00 ","$482,100.00 ","$7,700,000.00 ","500,000",30-Oct-17,20.593684,78.96288
343,The Royalty Family,"21,300,000","6,269,945,014",People & Blogs,The Royalty Family,733,United States,US,People,982,98,15,"160,227,000","$40,100.00 ","$640,900.00 ","$480,700.00 ","$7,700,000.00 ","200,000",13-Apr-17,37.09024,-95.712891
344,Becky G,"21,300,000","10,644,857,969",Music,Becky G,78,United States,US,Music,396,98,90,"103,171,000","$25,800.00 ","$412,700.00 ","$309,500.00 ","$5,000,000.00 ","100,000",6-Sep-11,37.09024,-95.712891
345,Ishaan Ali 11,"21,300,000","12,761,253,839",People & Blogs,Ishaan Ali 11,951,India,IN,People,301,68,16,"729,409,000","$182,400.00 ","$2,900,000.00 ","$2,200,000.00 ","$35,000,000.00 ","1,600,000",27-Jul-16,20.593684,78.96288
346,Infinite,"21,300,000","5,141,834,668",Entertainment,Infinite,"1,608",United States,US,Entertainment,"1,296",98,93,"68,350,000","$17,100.00 ","$273,400.00 ","$205,100.00 ","$3,300,000.00 ","200,000",21-Aug-14,37.09024,-95.712891
347,Azhan5star,"21,300,000","10,047,736,580",Entertainment,Azhan5star,669,India,IN,Entertainment,436,67,92,"236,293,000","$59,100.00 ","$945,200.00 ","$708,900.00 ","$11,300,000.00 ","600,000",2-Feb-21,20.593684,78.96288
348,Dangal TV Channel,"21,300,000","12,895,427,184",Entertainment,Dangal TV Channel,"20,225",India,IN,Entertainment,291,67,92,"561,020,000","$140,300.00 ","$2,200,000.00 ","$1,700,000.00 ","$26,900,000.00 ","700,000",2-Aug-17,20.593684,78.96288
349,Khan GS Research Centre,"21,200,000","2,073,073,070",Education,KHAN GS RESEARCH CENTRE,1,NA,NA,People,"4,057,930",NA,"7,727",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,5-Jan-17,nan,nan
350,GMA Public  Affairs,"21,200,000","11,364,908,616",Entertainment,GMA Public  Affairs,"31,989",Philippines,PH,News,359,4,7,"142,317,000","$35,600.00 ","$569,300.00 ","$427,000.00 ","$6,800,000.00 ","200,000",8-Aug-09,12.879721,121.774017
351,Tasty,"21,100,000","5,783,557,209",Howto & Style,Tasty,"4,728",United States,US,Howto,"1,113",99,10,"24,691,000","$6,200.00 ","$98,800.00 ","$74,100.00 ","$1,200,000.00 ",0,22-Jan-16,37.09024,-95.712891
352,Baim Paula,"21,100,000","4,526,271,677",People & Blogs,Baim Paula,"2,325",Indonesia,ID,Entertainment,"1,583",8,94,"26,974,000","$6,700.00 ","$107,900.00 ","$80,900.00 ","$1,300,000.00 ","100,000",4-Jun-16,-0.789275,113.921327
353,nigahiga,"21,000,000","4,380,564,906",Entertainment,nigahiga,403,United States,US,Entertainment,"1,671",100,95,"2,476,000",$619.00 ,"$9,900.00 ","$7,400.00 ","$118,900.00 ",0,21-Jul-06,37.09024,-95.712891
354,Rafa & Luiz,"21,000,000","7,762,905,663",Entertainment,Rafa & Luiz,"2,883",Brazil,BR,Entertainment,695,16,94,"118,410,000","$29,600.00 ","$473,600.00 ","$355,200.00 ","$5,700,000.00 ","400,000",26-Aug-15,-14.235004,-51.92528
355,Lyrical Lemonade,"21,000,000","10,631,638,628",Entertainment,Lyrical Lemonade,420,United States,US,Entertainment,398,100,95,"80,062,000","$20,000.00 ","$320,200.00 ","$240,200.00 ","$3,800,000.00 ","100,000",25-Mar-13,37.09024,-95.712891
356,Vlad and Niki IDN,"21,000,000","9,789,121,606",NA,Vlad and Niki IDN,498,United States,US,Entertainment,464,100,95,"133,362,000","$33,300.00 ","$533,400.00 ","$400,100.00 ","$6,400,000.00 ","300,000",9-Nov-18,37.09024,-95.712891
357,Dr. Vivek Bindra: Motivational Speaker,"20,900,000","1,693,149,479",Education,Dr. Vivek Bindra: Motivational Speaker,896,India,IN,Education,"6,082",69,20,"28,588,000","$7,100.00 ","$114,400.00 ","$85,800.00 ","$1,400,000.00 ","100,000",6-Dec-13,20.593684,78.96288
358,Fatos Desconhecidos,"20,900,000","3,828,000,587",Entertainment,Fatos Desconhecidos,"6,262",Brazil,BR,Entertainment,"2,033",17,96,"52,330,000","$13,100.00 ","$209,300.00 ","$157,000.00 ","$2,500,000.00 ","100,000",26-Sep-13,-14.235004,-51.92528
359,Brave Wilderness,"20,900,000","4,927,879,069",Pets & Animals,Brave Wilderness,982,United States,US,Animals,"1,396",100,2,"2,989,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"100,000",8-Sep-14,37.09024,-95.712891
360,LIV Crime,"20,900,000","11,058,049,885",People & Blogs,LIV Crime,"9,850",United States,US,People,372,100,17,"383,700,000","$95,900.00 ","$1,500,000.00 ","$1,200,000.00 ","$18,400,000.00 ","600,000",18-Aug-20,37.09024,-95.712891
361,Minecraft - Topic,"20,900,000",0,NA,Minecraft - Topic,0,NA,NA,Games,"4,057,944",NA,24,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"300,000",20-Dec-13,nan,nan
362,Romeo Santos,"20,900,000","17,324,976,752",Music,RomeoSantos,6,United States,US,Music,"2,595,710","5,417","4,067",99,$0.00 ,$0.40 ,$0.30 ,$5.00 ,0,31-Jul-06,37.09024,-95.712891
363,Canal Canalha,"20,800,000","1,870,608,170",Comedy,Canal Canalha,288,Brazil,BR,Comedy,"5,407",18,18,"23,897,000","$6,000.00 ","$95,600.00 ","$71,700.00 ","$1,100,000.00 ",0,8-Apr-11,-14.235004,-51.92528
364,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"20,800,000","2,378,448,129",Education,Kurzgesagt ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,193,Germany,DE,Education,"3,914",2,21,"29,269,000","$7,300.00 ","$117,100.00 ","$87,800.00 ","$1,400,000.00 ","100,000",9-Jul-13,51.165691,10.451526
365,Yoeslan,"20,700,000","17,963,202,261",Entertainment,Yoeslan,619,United States,US,Entertainment,146,101,96,"874,796,000","$218,700.00 ","$3,500,000.00 ","$2,600,000.00 ","$42,000,000.00 ","1,000,000",26-Sep-20,37.09024,-95.712891
366,5-Minute Crafts DIY,"20,700,000","5,091,618,606",Howto & Style,5-Minute Crafts DIY,"5,062",United States,US,Howto,"1,334",103,11,"20,012,000","$5,000.00 ","$80,000.00 ","$60,000.00 ","$960,600.00 ",0,18-Jan-18,37.09024,-95.712891
367,Zach King,"20,700,000","5,410,164,682",Entertainment,Zach King,6,NA,NA,Entertainment,"3,997,461",NA,"4,664",125,$0.00 ,$0.50 ,$0.40 ,$6.00 ,10,5-Jun-13,nan,nan
368,tuzelity SHUFFLE,"20,700,000","8,658,941,531",People & Blogs,tuzelity SHUFFLE,889,Russia,RU,People,570,3,18,"552,266,000","$138,100.00 ","$2,200,000.00 ","$1,700,000.00 ","$26,500,000.00 ","1,600,000",26-Oct-15,61.52401,105.318756
369,NBA,"20,700,000","12,624,879,732",Sports,NBA,"47,926",United States,US,Sports,304,103,4,"73,025,000","$18,300.00 ","$292,100.00 ","$219,100.00 ","$3,500,000.00 ",0,21-Nov-05,37.09024,-95.712891
370,Deddy Corbuzier,"20,600,000","4,956,090,094",Entertainment,deddycorbuzier,15,Indonesia,ID,Entertainment,"3,539,124","4,044","6,217",85,$0.00 ,$0.30 ,$0.30 ,$4.00 ,1,23-Jul-07,-0.789275,113.921327
371,Bizarrap,"20,600,000","7,657,171,980",Comedy,Bizarrap,83,Argentina,AR,Entertainment,711,8,98,"193,176,000","$48,300.00 ","$772,700.00 ","$579,500.00 ","$9,300,000.00 ","200,000",15-Jan-17,-38.416097,-63.616672
372,Avicii,"20,600,000","10,292,874,715",Music,Avicii,156,Sweden,SE,Music,421,1,92,"81,236,000","$20,300.00 ","$324,900.00 ","$243,700.00 ","$3,900,000.00 ",0,28-Oct-09,60.128161,18.643501
373,Mnet K-POP,"20,500,000","15,038,593,883",Entertainment,Mnet K-POP,"33,229",South Korea,KR,Entertainment,220,7,99,"158,540,000","$39,600.00 ","$634,200.00 ","$475,600.00 ","$7,600,000.00 ","100,000",9-Mar-06,35.907757,127.766922
374,LazarBeam,"20,500,000","8,768,697,257",Gaming,LazarBeam,"1,323",Australia,AU,Games,565,3,25,"26,082,000","$6,500.00 ","$104,300.00 ","$78,200.00 ","$1,300,000.00 ",0,4-Jan-15,-25.274398,133.775136
375,Ninja Kidz TV,"20,500,000","11,009,148,579",Entertainment,Ninja Kidz TV,296,United States,US,Entertainment,377,104,99,"195,203,000","$48,800.00 ","$780,800.00 ","$585,600.00 ","$9,400,000.00 ","100,000",9-Feb-17,37.09024,-95.712891
376,Totoy kids - Portuguï¿½,"20,400,000","1,796,227,417",Film & Animation,Totoy kids - Portuguï¿½,206,Brazil,BR,Film,"5,673",19,24,"39,495,000","$9,900.00 ","$158,000.00 ","$118,500.00 ","$1,900,000.00 ","100,000",2-Dec-14,-14.235004,-51.92528
377,Jake Paul,"20,400,000","7,311,322,368",People & Blogs,Jake Paul,"1,006",United States,US,People,778,105,19,"14,646,000","$3,700.00 ","$58,600.00 ","$43,900.00 ","$703,000.00 ","100,000",19-Sep-13,37.09024,-95.712891
378,Linkin Park,"20,400,000","13,397,000,296",Music,linkinpark,0,Afghanistan,AF,Games,"4,057,944","1,385","7,136",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,12,28-Nov-06,33.93911,67.709953
379,Vijay Television,"20,400,000","29,406,206,620",Entertainment,Vijay Television,"51,515",India,IN,Entertainment,43,70,100,"907,534,000","$226,900.00 ","$3,600,000.00 ","$2,700,000.00 ","$43,600,000.00 ","400,000",1-Feb-07,20.593684,78.96288
380,SlivkiShow,"20,400,000","4,707,412,332",Entertainment,SlivkiShow,462,Ukraine,UA,Entertainment,"1,489",1,100,"28,990,000","$7,200.00 ","$116,000.00 ","$87,000.00 ","$1,400,000.00 ",0,11-Dec-12,48.379433,31.16558
381,Emiway Bantai,"20,400,000","3,579,555,124",Music,Emiway Bantai,239,India,IN,Music,"2,236",70,94,"41,289,000","$10,300.00 ","$165,200.00 ","$123,900.00 ","$2,000,000.00 ","100,000",3-May-13,20.593684,78.96288
382,Got Talent Global,"20,300,000","2,441,288,701",Entertainment,Got Talent Global,"1,245",United Kingdom,GB,Entertainment,"3,750",15,101,"86,457,000","$21,600.00 ","$345,800.00 ","$259,400.00 ","$4,100,000.00 ","100,000",31-Jan-13,55.378051,-3.435973
383,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,"20,300,000","11,022,391,339",Education,ýýýýýýýýýýýýýýý - Genevieve's Playhouse,107,NA,NA,Education,380,NA,22,"71,777,000","$17,900.00 ","$287,100.00 ","$215,300.00 ","$3,400,000.00 ","200,000",22-Jul-18,nan,nan
384,BabyBus - Cerita & Lagu Anak-anak,"20,300,000","11,819,051,552",Education,BabyBus - Cerita & Lagu Anak-anak,875,Indonesia,ID,Education,332,10,22,"112,768,000","$28,200.00 ","$451,100.00 ","$338,300.00 ","$5,400,000.00 ","100,000",14-Jan-19,-0.789275,113.921327
385,Ami Rodriguez,"20,200,000","2,951,914,200",Entertainment,Ami Rodriguez,460,Colombia,CO,Entertainment,"2,959",7,103,"263,864,000","$66,000.00 ","$1,100,000.00 ","$791,600.00 ","$12,700,000.00 ","1,600,000",20-Jul-09,4.570868,-74.297333
386,Noor Stars,"20,200,000","2,764,127,969",Comedy,Noor Stars,693,United Arab Emirates,AE,Entertainment,"3,238",5,102,"15,556,000","$3,900.00 ","$62,200.00 ","$46,700.00 ","$746,700.00 ","100,000",24-Apr-14,23.424076,53.847818
387,Family GamesTV,"20,200,000","7,066,711,323",Entertainment,FamilyGamesTV,0,NA,NA,Games,"4,057,944",NA,"7,492",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,29-Dec-12,nan,nan
388,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,"20,200,000","7,274,150,246",Education,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,226,India,IN,Education,780,71,23,"113,420,000","$28,400.00 ","$453,700.00 ","$340,300.00 ","$5,400,000.00 ","300,000",25-May-17,20.593684,78.96288
389,dednahype,"20,200,000","20,919,403,720",Comedy,dednahype,"1,935",Latvia,LV,Comedy,108,1,19,"1,245,000,000","$311,200.00 ","$5,000,000.00 ","$3,700,000.00 ","$59,800,000.00 ","1,200,000",20-Mar-20,56.879635,24.603189
390,Marta and Rustam,"20,200,000","19,694,265,358",Comedy,Marta and Rustam,761,United States,US,Comedy,126,106,20,"452,250,000","$113,100.00 ","$1,800,000.00 ","$1,400,000.00 ","$21,700,000.00 ","600,000",21-Jun-21,37.09024,-95.712891
391,MiawAug,"20,200,000","6,098,644,584",Gaming,MiawAug,"3,713",Indonesia,ID,Games,"1,023",11,27,"64,489,000","$16,100.00 ","$258,000.00 ","$193,500.00 ","$3,100,000.00 ","200,000",15-Mar-14,-0.789275,113.921327
392,CookieSwirlC,"20,100,000","23,353,115,850",Entertainment,CookieSwirlC,"3,774",United States,US,Games,86,108,28,"221,702,000","$55,400.00 ","$886,800.00 ","$665,100.00 ","$10,600,000.00 ","200,000",3-Nov-13,37.09024,-95.712891
393,Skrillex,"20,100,000","6,618,524,158",Music,Skrillex,241,United States,US,Music,905,108,95,"25,263,000","$6,300.00 ","$101,100.00 ","$75,800.00 ","$1,200,000.00 ",0,6-Apr-10,37.09024,-95.712891
394,AuthenticGames,"20,100,000","8,920,141,342",Gaming,AuthenticGames,"4,974",Brazil,BR,Games,549,20,28,"5,420,000","$1,400.00 ","$21,700.00 ","$16,300.00 ","$260,200.00 ",0,7-Oct-11,-14.235004,-51.92528
395,Robin Hood Gamer,"20,100,000","10,366,850,490",Entertainment,Homem Aranha player,0,NA,NA,Games,"4,057,944",NA,"7,471",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,16-Mar-13,nan,nan
396,Pencilmation,"20,100,000","11,317,309,935",Film & Animation,Pencilmation,"1,481",United States,US,Entertainment,366,109,104,"14,862,000","$3,700.00 ","$59,400.00 ","$44,600.00 ","$713,400.00 ","100,000",1-Feb-07,37.09024,-95.712891
397,7clouds,"20,100,000","14,816,075,927",Music,7clouds,"2,384",United States,US,Music,227,108,95,"276,751,000","$69,200.00 ","$1,100,000.00 ","$830,300.00 ","$13,300,000.00 ","300,000",25-May-13,37.09024,-95.712891
398,5-Minute Crafts PLAY,"20,100,000","6,119,294,270",Howto & Style,5-Minute Crafts PLAY,"5,491",United States,US,Howto,"1,014",108,12,"105,784,000","$26,400.00 ","$423,100.00 ","$317,400.00 ","$5,100,000.00 ","100,000",30-Oct-17,37.09024,-95.712891
399,Marvel Entertainment,"20,100,000","5,634,695,322",Entertainment,MarvelEntertainment,1,United States,US,Film,"4,054,962","6,143","4,024",63,$0.00 ,$0.30 ,$0.20 ,$3.00 ,30,10-May-11,37.09024,-95.712891
400,BuzzFeedVideo,"20,100,000","17,913,237,851",People & Blogs,BuzzFeedVideo,"7,737",United States,US,People,150,108,20,"9,112,000","$2,300.00 ","$36,400.00 ","$27,300.00 ","$437,400.00 ",0,10-Aug-11,37.09024,-95.712891
401,REACT,"20,000,000","13,154,314,376",Entertainment,REACT,"4,339",United States,US,Entertainment,281,109,104,"23,206,000","$5,800.00 ","$92,800.00 ","$69,600.00 ","$1,100,000.00 ",0,4-Jun-07,37.09024,-95.712891
402,Vevo,"20,000,000","559,765,455",Music,Vevo,"1,527",United States,US,Music,"22,747",109,96,"1,331,000",$333.00 ,"$5,300.00 ","$4,000.00 ","$63,900.00 ",0,14-Apr-06,37.09024,-95.712891
403,Gordon Ramsay,"20,000,000","3,875,172,235",Entertainment,Gordon Ramsay,"1,527",United Kingdom,GB,Entertainment,"2,001",16,104,"39,228,000","$9,800.00 ","$156,900.00 ","$117,700.00 ","$1,900,000.00 ","200,000",29-Apr-06,55.378051,-3.435973
404,Pentatonix,"20,000,000","6,033,295,543",Music,pentatonix,1,Canada,CA,Entertainment,"4,051,673","4,072","6,742",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,9-Mar-06,56.130366,-106.346771
405,Green Gold TV - Official Channel,"20,000,000","9,715,291,883",Film & Animation,Green Gold TV - Official Channel,"1,476",India,IN,Entertainment,473,72,104,"70,278,000",$0.00 ,$0.00 ,$0.00 ,$0.00 ,"100,000",1-Jul-11,20.593684,78.96288
